Array Size: 1000000,
Cutoff,Cutoff/arraySize,1 Thread(s),2 Thread(s),4 Thread(s),8 Thread(s),16 Thread(s),32 Thread(s),
385000,0.385,124,109,81,69,68,70,
390000,0.39,121,110,78,68,71,70,
395000,0.395,111,132,82,71,67,75,
400000,0.4,109,111,82,70,68,71,
405000,0.405,103,114,80,68,68,70,
410000,0.41,108,136,85,68,75,70,
415000,0.415,106,122,85,73,67,73,
420000,0.42,118,127,91,70,67,68,
425000,0.425,120,124,94,68,73,70,
430000,0.43,119,113,87,77,69,68,
435000,0.435,108,113,88,70,74,69,
440000,0.44,115,102,88,68,70,70,
445000,0.445,109,106,87,71,70,68,
450000,0.45,109,105,88,70,69,74,
455000,0.455,114,111,82,67,72,69,
460000,0.46,119,116,87,75,68,72,
465000,0.465,108,103,89,77,69,69,
470000,0.47,116,118,77,75,73,75,
475000,0.475,120,116,80,73,71,69,
480000,0.48,118,115,85,76,69,69,
485000,0.485,110,109,80,72,72,69,
490000,0.49,118,102,84,74,67,74,
495000,0.495,107,117,87,68,69,68,
500000,0.5,117,103,81,69,69,70,
505000,0.505,87,62,68,64,66,59,
510000,0.51,91,62,64,62,61,59,
515000,0.515,87,61,63,64,61,66,
520000,0.52,87,62,63,60,61,62,
525000,0.525,87,59,60,60,64,61,
530000,0.53,91,57,62,66,62,62,
535000,0.535,89,59,64,63,65,61,
540000,0.54,87,61,65,62,62,62,
545000,0.545,88,63,62,62,61,60,
550000,0.55,88,62,60,64,63,58,
555000,0.555,88,62,61,61,61,62,
560000,0.56,87,63,62,64,61,60,
565000,0.565,88,60,63,63,64,60,
570000,0.57,86,71,66,61,59,62,
575000,0.575,88,63,60,65,61,61,
580000,0.58,92,63,61,60,60,61,
585000,0.585,88,63,63,61,60,60,
590000,0.59,87,64,60,61,62,67,
595000,0.595,91,67,63,60,59,61,
600000,0.6,87,61,60,64,65,60,
605000,0.605,86,63,60,62,59,61,
610000,0.61,91,62,67,68,61,60,
615000,0.615,82,63,61,61,59,60,
620000,0.62,84,75,60,63,61,60,
625000,0.625,85,62,63,61,61,61,
630000,0.63,86,61,61,59,65,67,
635000,0.635,87,61,67,63,61,61,
640000,0.64,88,59,60,65,61,59,
645000,0.645,84,59,60,60,60,60,
650000,0.65,86,62,61,61,58,60,
655000,0.655,83,60,61,62,60,62,
660000,0.66,89,62,59,61,63,61,
665000,0.665,88,63,66,67,60,66,
670000,0.67,87,63,62,70,62,60,
675000,0.675,83,63,59,64,60,60,
680000,0.68,86,61,61,66,60,60,
685000,0.685,89,60,59,64,61,59,
690000,0.69,91,60,65,62,60,60,
695000,0.695,87,59,58,63,64,60,

